author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,urls,og_dates
Simon Callow,"['Callow, Simon,1949-']","""['Orson Welles : the road to Xanadu ']""",[1995.0],"['London : Vintage,']",['eng'],"['Welles, Orson, 1915-1985.']","['Originally published: London : Jonathan Cape, 1995.']",1995.0,1995.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4lIHS6EuPfQLARyHmmbKMwLhr1ahMesVmnFeobkAY6eOGt9kasIw0trU05pQ&s'],"['1996, c1995.']"
Simon Raven,"['Raven, Simon,1927-2001,author.', 'Raven, Simon,1927-2001.']","""['Not available.', 'September Castle a tale of love']""",[1983.0],"[nan, 'London Blond & Briggs']","['eng', 'eng']","[nan, nan]","['Originally published: [London] : Anthony Blond Limited, 1959.', nan]",1983.0,1983.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ07baU35ba_OTQsh8fhpAWnmt4xZx6aLaY4PDWjR61qxH7D1l96z8udCDmnw&s'],"[nan, '1983']"
Simon Stevin,"['Stevin, Simon.', 'Stevin, Simon.']","""['Het Burgherlick Leven ', 'Vorstelicke bouckhouding op de Italiaensche wyse, 1607 Livre de compte de Prince a la maniere d'Italie, 1608']""","[1939.0, 1979.0]","['Amsterdam, ', 'London Scolar Press']","['dut', 'dut']","[nan, 'Bookkeeping.']","[nan, 'Facsimile reprints of the editions first published: Leyden: I. Bouwensz, 1607, and, Leyden: I.P. Iacobz, 1608']",1939.0,1979.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8LKWGbLddac2KmM0wnBLFXM9xrFQXdRVFCIcwWjfTAlkly7rHLGP6BlvTRg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZa6DTr7JI9oCwafdG8s2-CB1NHVw9XjdVfg2rL2vp4bb82xoEcFzAaP5yQg&s']","['1939.', '1979']"
Siv Cedering,"['Cedering, Siv.']","""['Cup of cold water : poems and photographs ']""",[1973.0],"['[New York] :  New Rivers Press ; [distributed by Serendipity Books, Berkeley, Calif.], ']",['eng'],[nan],[nan],1973.0,1973.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRE1Rw3t-Br0UkQOcPOOQZRsv1GkK6yhj096_S7Idsf0aKEK71zBFTtQS-5cz4&s'],['1973.']
Sonia Clarke,"['Clarke, Sonia.', 'Clarke, Sonia.']","""['Invasion of Zululand 1879 Anglo-Zulu War experiences of Arthur Harness ; John Jervis, 4th Viscount St Vincent ; and Sir Henry Bulwer', ''Vanity fair' in Southern Africa : 1869 to 1914 ']""","[1979.0, 1991.0]","[nan, 'Houghton, South Africa : Brenthurst Press,']","['   ', 'eng']","[nan, nan]","[nan, 'Includes bibliographical references (p. 210-214) and index.']",1979.0,1991.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSI3hbUes-cpT7V8K8c_HBiV0W7mEPFNqbjO1B3BAixChJOdhp3IOcMwNXQhw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeLildsQc5JWo61YxjjOqvNj-kz4hnGAU0nvdb1lELa0sCVWhb24eRPOGAs6g&s']","['1979', '1991.']"
Spike Milligan,"['Milligan, Spike,1918-2002.', 'Milligan, Spike,1918-2002.', 'Milligan, Spike,1918-2002.', 'Milligan, Spike,1918-2002.', 'Milligan, Spike,1918-2002.']","""['Silly verse for kids ', 'Startling verse for all the family', 'Wuthering Heights according to Spike Milligan.', 'Wuthering Heights according to Spike Milligan.', 'Adolf Hitler: my part in his downfall']""","[1968.0, 1987.0, 1994.0, 1994.0, 1971.0]","['London : Puffin,', 'London Joseph', 'London : Michael Joseph,', 'London : Penguin,', 'London Joseph']","['eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, 'Brontë, Emily, 1818-1848.', nan]","[nan, nan, nan, nan, nan]",1968.0,1994.0,5,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi6NwOjMsfMtdWunin4c-I1PBkpHq63NSNWYZ1SBD70nLIsRw6Q2hlOBqlWw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9NdK1NEj8My9tJJBOFktifzL8D04FT1b2Uu_WMa3fyPpyZ5JFACzFLI2q7g&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT32F17MZC-_uFn9hbfqixdUC2WCih5EoN_ePZXhJad8hq1tH9rmh6CSsNWmZo&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT32F17MZC-_uFn9hbfqixdUC2WCih5EoN_ePZXhJad8hq1tH9rmh6CSsNWmZo&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlrJet9YOy-IjFbJ4SB_FeRydlX14BAvIffBVvdNHlh0c9NT7fdfRzIaHUJTI&s']","['1968', '1987', '1994.', '1995, c1994.', '1971']"
Stanley Eugene Fish,"['Fish, Stanley Eugene.']","""['Surprised by sin the reader in 'Paradise Lost'']""",[1971.0],"['Berkeley London (2 Brook St., W1Y 1AA) University of California Press']",['eng'],"['Milton, John, 1608-1674.']","[""Originally published, New York: St Martin's Press; London: Macmillan, 1967""]",1971.0,1971.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8ksBawrJy1FsviuLCA0670nvrWujtp4eqNkewN3Z4kdg77iRFIa0cGQaaT6g&s'],['1971']
Stanley William Hayter,"['Hayter, Stanley William,1901-1988.']","""['New ways of gravure ']""",[1966.0],"['London : Oxford University Press,']",['eng'],['Engraving'],['Bibliography: p. [289]-294.'],1966.0,1966.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWjxxijgBb73dCmkymGpjifLpXHQzy0S6o7ewbK0UQeE9o-OrUZRhWD6Gcpw&s'],['1966.']
Stefan Buczacki,"['Buczacki, Stefan,1945-']","""['Best soft fruit ']""",[1994.0],"['London : Hamlyn,']",['eng'],[nan],[nan],1994.0,1994.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeotdhhSq6yMgZK7Dw5X44--xTlgZufoeV7uqgt9uvFXw4BUaPVwg_pH1uOw&s'],['1994.']
Stefan Zweig,"['Zweig, Stefan,1881-1942.', 'Zweig, Stefan,1881-1942.', 'Zweig, Stefan,1881-1942.', 'Zweig, Stefan,1881-1942.', 'Zweig, Stefan,1881-1942.']","""['The living thoughts of Tolstoi ', 'Letter from an unknown woman.', 'Maria Stuart. [With portraits.]', 'Briefe an Freunde ', 'Maria Stuart ']""","[1939.0, 1933.0, 1951.0, 1978.0, 1962.0]","['London,', 'London, ', 'Frankfurt am Main, ', nan, nan]","['eng', 'eng', 'ger', '   ', 'und']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",1933.0,1978.0,5,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkZxFEuZrsa-l8cB32-kpr6ZUVYQ5zPfwR0vf7IdMMzj8RgvKEsxE7sm317Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGREIVfKyK64Yy1Fqj3QZe-yE26NyMPsaBWmcRgzHwIiIrpdmvGsFFu1ekSg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmgBRbmYOEH6asL5VxXbRZXMFyqL1_a9WIMfz8gKuLMCoJ2R0IaQ6gJyynZw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTJpncqbVoDXXmkSez92rKDzzDssK7QAOvksTfTlnFqZcMZmyDAFBqSeRRDzM&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHruw8y7kJtlFgL0ox0gzZRKoh6xdSV9wfDE-eenzGxOyEZONi4P5U9WdrdEU&s']","['1939.', '1933.', '1951.', '1978', '1962']"
Stephen Birnbaum,"['Birnbaum, Stephen.']","""['United States.']""",[1978.0],"['Boston : Houghton-Mifflin,']",['eng'],[nan],[nan],1978.0,1978.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRud0RrXBFmg7RU1-tahMge3L9WOqQlTkBB187hsqT3y-L8i-nw_JKZqixjx9Y&s'],['1978-']
Stephen Citron,"['Citron, Stephen.']","""['Songwriting a complete guide to the craft']""",[1985.0],['London Hodder & Stoughton'],['eng'],"['Music, Popular (Songs, etc.)']",['Bibliography: p325-327. - Includes index'],1985.0,1985.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSew4efV1_56Yj-f55LVVZY1PHhZ9_D1Vf2Sb3wXDOE-5uM9nOGPRPicRe1iw&s'],"['1986, c1985']"
Stephen Dobyns,"['Dobyns, Stephen,1941-']","""['Velocities : new & selected poems ']""",[1996.0],"['Newcastle upon Tyne : Bloodaxe,']",['eng'],[nan],"['Originally published: New York : Viking, 1994']",1996.0,1996.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFhlARXecU3rFmwjdmUrSiMNjMk8_yTWlOMd4rhOPwRXQkR26w-Qr7PFvVgCY&s'],['1996.']
Stephen Foster,"['Foster, Stephen.']","""['Physics questions for assessment at 16+']""",[1982.0],['Cambridge Cambridge University Press'],['eng'],['Physics'],['Originally published: 1982?'],1982.0,1982.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXfTKr2ITCUVT2QVEzB8IXRqacZLQdUySt93PIq6IZSChYMscre1V9gWmPLRE&s'],"['1983, c1982']"
Stephen Graham,"['Graham, Stephen,1884-']","""['Part of the wonderful scene. An autobiography. [With plates, including portraits.]']""",[1964.0],"['London, ']",['eng'],[nan],[nan],1964.0,1964.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZYC5IYOm5-1r0pnhZz5fdW7h2QAoV_uHLTO139T-OisRqA7Q3P9lTAgxTIwk&s'],['1964.']
Stephen Hunter,"['Hunter, Stephen,1946-', 'Hunter, Stephen.']","""['The master sniper', 'Cork's built heritage ']""","[1981.0, 2001.0]","['London Pan', 'Cork : Platform Publications,']","['eng', 'eng']","[nan, 'Historic buildings']","['Originally published: New York : Morrow ; London : Heinemann, 1980', 'Cover title.']",1981.0,2001.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNcwgh-uf1Xx6StVEarjsliscwqt8_I9-neJTIyHBsl7vkBfY2KXGkAO_lAK0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYWKnvalsJbGlmF5ZQNjrjqDyTh25oZMzoYiQ_2Iq0sDdbesS6GrTjj2phXg&s']","['1982, c1980', '2001.']"
Steve Allen,"['Allen, Steve.']","""['Thompsons : a personal history of the firm and its founder ']""",[2012.0],"['Pontypool : Merlin Press,']",['eng'],['Lawyers'],[nan],2012.0,2012.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW78fHTi1yYj5BXxQC22mXPUSvAwBd7wNMpLJvWNrVsiynXAUsu-sr-asCHw&s'],['2012.']
Steven Knight,"['Knight, Steven,1959-']","""['The movie house ']""",[1994.0],"['London : Penguin,']",['eng'],[nan],[nan],1994.0,1994.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo0onHtv8wHi6n-q42PDlrgKkfpTlclb1YoQu32nVLgxG11eSbUFsRdExzPg&s'],['1994.']
Stuart Gordon,"['Gordon, Stuart,1947-']","""['One-eye']""",[1976.0],['St Albans Panther'],['eng'],['English fiction.'],"['Originally published: New York : Daw Books, 1973 ; London : Sidgwick and Jackson, 1974']",1976.0,1976.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM2oABEr-y4OMb6CWPtZoDCW0cESlK5SvDf9jar3qou2cXsg-T8XipQ0D4lGI&s'],['1976']
Susan Crosland,"['Crosland, Susan.']","""['The magnates ']""",[1994.0],"['London : Penguin,']",['eng'],[nan],"['Originally published: London : Orion, 1994']",1994.0,1994.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpNDmRIAut6ycV1TkIxbYY2fjob0_kWfXsExS-dhabW8Bm_F9Rp1F9u9Tgvw&s'],"['1995, c1994.']"
Susan L. Taylor,"['Taylor, Susan L.']","""['Lessons in living ']""",[1995.0],"['London : Angela Royal Pub.,']",['eng'],[nan],[nan],1995.0,1995.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL_1oKUfWiujv9j5PpJUshUEma9kECoqYkV7wPxIxPKbmvZ9ncG7wBXgQTQKo&s'],
Susan Sontag,"['Sontag, Susan,1933-2004.']","""['AIDS and its metaphors']""",[1989.0],['Harmondsworth Penguin'],['eng'],['AIDS (Disease)'],"['Originally published: London : Allen Lane, 1989']",1989.0,1989.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWzE0c2OGXUZ6Eo8QxYYMT6S4NvRSoOa6Zq4bizvOxIBZ446H9GPMBdaW90g&s'],"['1990, c1989']"
Suzanne Somers,"['Somers, Suzanne.']","""['A serpent in his way.']""",[1907.0],"['London, ']",['eng'],[nan],[nan],1907.0,1907.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBugt5fqpzaFvkY_FbGeXH2GD_a6CNo2HaifibHTF6IdTiaY0As9-HX4aWpw&s'],['[1907]']
Sydney Box,"['Box, Sydney,1907-', 'Box, Sydney,1907-']","""['Home from home. A comedy in three acts.', 'One-act plays for players ']""","[1941.0, 1936.0]","['London, ', 'London, ']","['eng', 'eng']","[nan, nan]","['Joint authors: Muriel Box and Sydney Box.', nan]",1936.0,1941.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAg496PV3EOmPYx4A2XcSxyIMXE-lNjYV4-SmGTZPixlXETqIqn7HLwObxlg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRujbDozoHrSW2PBTKBMhjP37LQfjI680z-A61FcvJLzrIJGgNKQzNcZ1kJk-Y&s']","['[1941]', '1936.']"
Sylvester Stallone,"['Stallone, Sylvester.']","""['Paradise alley ']""",[1978.0],['London W.H. Allen'],['eng'],['English fiction.'],"['Originally published: New York : Putnams, 1977']",1978.0,1978.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrozIcrmbfF7x5QVs718a4XZiv9KzvvFR1k5OwmKnso8OkYOhAm_ptGjgMEg&s'],['1978']
T. S. Eliot,"['Eliot, T. S.(Thomas Stearns),1888-1965.', 'Eliot, T. S.(Thomas Stearns),1888-1965.', 'Eliot, T. S.(Thomas Stearns),1888-1965.']","""['Little Gidding ', 'On poetry. An address ... on the occasion of the twenty-fifth anniversary of Concord Academy.', 'On poetry and poets']""","[1943.0, 1947.0, 1969.0]","['London : Faber and Faber,', 'Concord, Mass., ', 'London Faber']","['eng', 'eng', 'eng']","[nan, nan, 'Poetry.']","[nan, nan, 'Originally published (B57-13169) 1957']",1943.0,1969.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZcSHJ63GpdfikxcMgwoKMGiFySvivSs3i7kf_JLck2VzV_iZ62xEMQwO3uA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg-xNCakxAm8L5Akp4OiYJaUs4T6Q3m0oiT0X9beiMW3PHxa9t6od5VWte4Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBIksBpQTU32VRM1D6v0pZDbjREHa_YlHDKAK4cfOa84Mf_jKiAbkaeJsLlA&s']",
Tapping Reeve,"['Reeve, Tapping.']","""['The law of baron and femme; of parent and child; of guardian and ward; of master and servant; and of the powers of the Courts of Chancery. With an essay on the terms heir, heirs, &c. &c.']""",[1846.0],"['Burlington, ']",['eng'],[nan],[nan],1846.0,1846.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2yIIIB3_7kSdWUQyVVWC0YcOqeqe3A8WurNd83wBV0CNACACLUQvo1izUzNo&s'],['1846.']
Tennessee Williams,"['Williams, Tennessee,1911-1983.']","""['The theatre ']""",[1971.0],"['New York : New Directions,']",['eng'],['American drama.'],[nan],1971.0,1971.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdXbo9HEOqpNiJuba4jqYnB4GuCh5gzWaGCEJhh165vPIQucdfO_RkXv_sZjM&s'],['1971-']
Terrance Dicks,"['Dicks, Terrance.', 'Dicks, Terrance.', 'Dicks, Terrance.']","""['Doctor Who : the ambassadors of death : based on the BBC television series by David Whitaker by arrangement with the British Broadcasting Corporation ', 'The big match ', 'Goliath and the buried treasure ']""","[1987.0, 1991.0, 1991.0]","['London : W.H. Allen,', 'London : Piccadilly Press,', 'London : Knight,']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, nan, nan]",1987.0,1991.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoEsQFDZC-JUzpQ6538gk7SA6BOMYxl_vXF5MsdNhmuLpucjBWF6ei_Gev4Lc&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsg1mDhRlj82ZcEB4cO1BYghuRpyuoFAgEH3ekoL29F6_QfpycQ4t_IARTxg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwPC6Ayk0fiKYMEqKCiiBAA2a_i_ZCRiSopMoTRDlwTKxqwwAuRpXFPN9-avo&s']","['1987.', '1991.', '1991.']"
Terri Windling,"['Windling, Terri.']","""['Good faeries ; [and, Bad faeries] ']""",[2004.0],"['London : Pavilion,']",['eng'],['Fairies'],['Texts bound back to back and inverted.'],2004.0,2004.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxZj4BJnaQLm6NI7arfXpMBzZjVyFIGb0JD198OGTP5u6WyxdpdoIBQitIPQ&s'],"['2010, c1998.']"
Thomas Bailey Aldrich,"['Aldrich, Thomas Bailey,1836-1907.']","""['The Queen of Sheba.']""",[1885.0],['Edinburgh : David Douglas'],['eng'],[nan],[nan],1885.0,1885.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM3odGpzDk28OTzF5Ml5ZBtm1wmzOLxvNceof9H94_iVSM6Y1eR6hwldqN660&s'],['1885.']
Thomas Bodkin,"['Bodkin, Thomas.']","""['The importance of art to Ireland. A public lecture delivered at Trinity College, Dublin, on the 24th of June, 1935.']""",[1935.0],"['Dublin, ']",['eng'],[nan],[nan],1935.0,1935.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIDrprGzILwXuXglw-bwlBbdTxg2hcRrx6xDjlLJq_frhQTiK7FM2AAW7otnw&s'],['1935.']
Thomas Hardy,"['Hardy, Thomas,1840-1928.Far from the madding crowd.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.Under the greenwood tree.', 'Hardy, Thomas,1840-1928.Return of the native.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.Far from the madding crowd.']","""['Thomas Hardy : far from the madding crowd ', 'Tess of the d'Urbervilles ', 'Yuletide in a younger world ', 'Far from the madding crowd ', 'Under the greenwood tree notes', 'Brodie's notes on Thomas Hardy's The return of the native ', 'A pair of blue eyes', 'Far from the madding crowd, Thomas Hardy guide']""","[1988.0, 2012.0, 1927.0, 1895.0, 1981.0, 1989.0, 1982.0, 1987.0]","['London : Penguin,', '[London?] : Bounty Books,', 'London, ', 'London Osgood, McIlvaine', 'Harlow Longman', 'Basingstoke : Macmillan,', 'Anthony Mott', 'London Letts']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', '   ', 'eng']","[nan, nan, nan, 'English fiction.', 'Hardy, Thomas, 1840-1928.', nan, nan, 'Hardy, Thomas, 1840-1928.']","[nan, nan, nan, nan, 'Bibliography: p71-72', nan, nan, nan]",1895.0,2012.0,8,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwIAz4Mln8lqJ5h2RWVVGSoc5fJ3m7JZyHCiBVODCdOplfVVeUAizk3sRNOAM&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1hQEMXCOK5phkJzbzX48OHHls2qUlsit2vieG7kUKVVeTqc5QH-Pt6W6A6A&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfS6tXVEpfC9sxc_tpJJ6STi3opBagPrCDmXgkb6D6xBixnDGKKHzfZ_F0yho&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1Z1CnhGhChEJlbtqf4ZCIOCiRA3TL3gQU_EHek1NY5YFPHxmFplCbdgIlt18&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1nTeZbR6Kga1_AEnfkjPHr4pKhM3IKGrs9ppHfXB6bYpNyveDnvluiXFz7Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYrWkKIUKEWaCKQQEQMv-uGCUHAVy5A50GuqoWdGVVvGa2zqETFs-BgFdwVmw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQlqZ3Jq43RmsG6Finyic0qxYAYqQgiSM8Iyi-7VMWsnD68pZ2uBA5Sq70eHA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR79ITmQpNuw13g5fba-mtD2QzKLJ56zUgagXk8hOtMkmZ82t1YfuYXAhLj5A&s']","['1988.', '2012.', '[1927]', '1895', '1981', '1992, c1986.', '1982', '1987']"
Thomas Malcolm Muggeridge,"['Muggeridge, Thomas Malcolm.']","""['Affairs of the heart.']""",[1949.0],"['London, ']",['eng'],[nan],[nan],1949.0,1949.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxVluAiYR9p4q_KHpkGm44uFFZ9cxjctfsG--97gjG1rz8YOlRGhbRPvxqNa4&s'],['1949.']
Thomas Mann,"['Mann, Thomas,1875-1955.Selections.', 'Mann, Thomas,1875-1955.']","""['Zwischen den Zeilen Manuskriptänderungen bei Thomas Mann', 'Lotte in Weimar ']""","[1982.0, 1976.0]","['Berlin Erich Schmidt', 'Penguin']","['ger', 'eng']","['Mann, Thomas, 1875-1955.', nan]","[nan, nan]",1976.0,1982.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlGvu_SaWhkz6tCNgzNqOjB9P8U3pHBcjhY_QXkCINqP0LKVr3rgEB4cUS4mE&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp5mQ4eulJi_YuGK_cSC8WJ6wkmpViW1Aatz4pKpxjXSW1z3c3I-r96eUJQg&s']","['c1982', '1976']"
Thomas Merton,"['Merton, Thomas,1915-1968.']","""['Conjectures of a guilty bystander']""",[1968.0],['Burns & Oates'],['eng'],[nan],"['Originally published, Doubleday, 1966']",1968.0,1968.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT23e3IMF4cCsb_unde2ZdG81OoXO1Nc5MX5ekk0_lQcerUW7u73mQepgo9sw&s'],['1968']
Thomas Raynesford Lounsbury,"['Lounsbury, Thomas Raynesford.']","""['The life and times of Tennyson (from 1809 to 1850.).']""",[1915.0],"['New Haven & London,']",['eng'],[nan],[nan],1915.0,1915.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxD_EDH774vLiyWfXfBERuHWSFcrM-xol9eiopFGcEMGP130xIA8HA7Mmtz_I&s'],['1915.']
Thornton Wilder,"['Wilder, Thornton,1897-1975.']","""['Narration : four lectures ']""",[1972.0],"['Chicago, Ill. ; London : University of Chicago Press,']",['eng'],['Narration (Rhetoric)'],['Originally published: 1935.'],1972.0,1972.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJpa_o3_qXrKlOq0J0J7tY0CTyZ548O9SAZhVrg12cDz4UGZh4bqOggUyZBWU&s'],"['2010, c1935.']"
Tom Stoppard,"['Stoppard, Tom.']","""['Night and day']""",[1979.0],['London Faber and Faber'],['eng'],[nan],"['Six men, 1 woman, 1 boy']",1979.0,1979.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRD86V-6TAB6dbcfxKSDLVYvB9IsPaUZiFk12M_ZJCaqXzkrRlGGS7sijCe0Hg&s'],['1979']
Tom Wolfe,"['Wolfe, Tom.', 'Wolfe, Tom.']","""['Radical Chic; &, Mau-mauing the Flak Catchers', 'The electric kool-aid acid test']""","[1971.0, 1969.0]","['New York London Bantam', 'London Weidenfeld & Nicolson']","['eng', 'eng']","[nan, 'Lysergic acid.']","['This collection originally published, New York: Farrar, Straus and Giroux, 1970; London: Joseph, 1971', 'Originally published, New York: Farrar, Straus & Giroux, 1968']",1969.0,1971.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSydF_RHRu--cGH0WhgUNQqhkiYfCGvm7lNGoBWRAsJAVi1--rslbqs1Ac7w&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh1uHKMsiOfocPygrLgk-dFsIMUoAk9JJxNgYiXYKjoWdNrXVgga3jklmtsfw&s']","['1971', '1969']"
Tomas Transtromer,"['Tranströmer, Tomas,1931-']","""['Östersjöar : en dikt ']""",[1974.0],"['Stockholm : Bonnier,']",['swe'],[nan],[nan],1974.0,1974.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsS8Gy3xiIP-aKZMfeowSsBc5lIMBL7nURficQNZ-Xh_7n3rAfMVyo_tMvyF0&s'],['1974.']
Toni Morrison,"['Morrison, Toni.']","""['The bluest eye']""",[1979.0],['London Chatto and Windus'],['eng'],['English fiction.'],"['Originally published: New York : Holt Rinehart and Winston, 1970']",1979.0,1979.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQreXt-lleK8pMU_OXrq1ctk-zkXB4khJG15rOL0Q4XrIsWQyqDABgNf0NWLBQ&s'],['1979 [i.e. 1980]']
Tony Kushner,"['Kushner, Tony.']","""['HomebodyKabul ']""",[2002.0],"['London : Nick Hern Books,']",['eng'],[nan],[nan],2002.0,2002.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNtCRIx2OpP3xjUMyG7J07BK1CmVDaz1yf4LWAwaB67ys5jrYtb0OI49ZHaQ&s'],['2002.']
Tony Mitton,"['Mitton, Tony.']","""['Flashing fire engines.']""",[2003.0],"[""Macmillan Children's Books,""]",['eng'],[nan],[nan],2003.0,2003.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnves_uhFuJ-og_b0sDhU1IiwUZrbICjdkybL0AT-Nz15j61-m0KkAhIwlmQ&s'],"['2009, c1998.']"
Ulf Lundell,"['Lundell, Ulf.']","""['Sömnen : roman ']""",[1983.0],"['Stockholm : Wahlström & Widstrand,']",['swe'],[nan],[nan],1983.0,1983.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSayqeq3W_IjFsa9PkS-2x0vBHMEVdMimHJnco7hsjUjEolZatxaP9fcgIJfJM&s'],"['1989, c1977.']"
Upton Sinclair,"['Sinclair, Upton,1878-1968.']","""['What Didymus did.']""",[1954.0],"['London,']",['eng'],[nan],[nan],1954.0,1954.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkvpfdoJ7tSqJqsauszJ3zoyePiQXakiRVMrlTxqOjNvl33w8qQapKL3Skcg&s'],['1954.']
